City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
234,Havoysund,NO,70.9963,24.6622,30.2,86,75,17.27,2021-04-12 18:02:32,light snow
235,Christchurch,NZ,-43.5333,172.6333,57.2,62,20,2.3,2021-04-12 18:02:33,few clouds
236,Bambous Virieux,MU,-20.3428,57.7575,73.4,94,75,1.14,2021-04-12 18:02:33,light rain
237,Bethel,US,41.3712,-73.414,51.8,58,90,6.91,2021-04-12 18:02:33,overcast clouds
238,Batagay,RU,67.6333,134.6333,-9.58,99,89,4.27,2021-04-12 18:02:34,overcast clouds
239,Dongying,CN,37.4564,118.4856,51.01,70,98,13.76,2021-04-12 18:02:35,overcast clouds
240,Mandalgovi,MN,45.7625,106.2708,27.52,26,38,9.37,2021-04-12 18:02:35,scattered clouds
241,Kokkola,FI,63.8385,23.1307,37.4,93,75,6.91,2021-04-12 18:02:35,light rain
242,Ust-Nera,RU,64.5667,143.2,-17.48,91,16,2.19,2021-04-12 18:02:36,few clouds
243,Kaitangata,NZ,-46.2817,169.8464,50.58,97,72,4.56,2021-04-12 18:02:36,broken clouds
244,Paita,PE,-5.0892,-81.1144,86.0,62,0,13.8,2021-04-12 18:02:37,clear sky
245,Yaan,NG,7.3833,8.5667,93.11,33,56,4.54,2021-04-12 18:02:37,broken clouds
246,Keelung,TW,25.1283,121.7419,75.0,88,0,1.14,2021-04-12 18:02:37,clear sky
247,Brae,GB,60.3964,-1.353,41.0,65,20,16.11,2021-04-12 18:02:38,few clouds
248,Yar-Sale,RU,66.8333,70.8333,29.75,78,58,20.96,2021-04-12 18:02:38,broken clouds
249,Kandrian,PG,-6.2167,149.55,77.99,80,100,6.8,2021-04-12 18:02:38,overcast clouds
250,Calvinia,ZA,-31.4707,19.776,79.21,24,46,5.5,2021-04-12 18:02:39,scattered clouds
251,Fukue,JP,32.6881,128.8419,65.55,94,100,23.17,2021-04-12 18:02:39,overcast clouds
252,Sibolga,ID,1.7427,98.7792,76.24,89,100,1.9,2021-04-12 18:02:39,overcast clouds
253,Isangel,VU,-19.55,169.2667,77.41,84,82,3.47,2021-04-12 18:02:40,broken clouds
254,San Roque,ES,36.2107,-5.3842,62.6,82,75,18.41,2021-04-12 18:02:40,broken clouds
255,Wenling,CN,28.3669,121.36,66.0,100,100,1.99,2021-04-12 18:02:08,light rain
256,Klaksvik,FO,62.2266,-6.589,37.4,56,42,3.44,2021-04-12 18:02:41,scattered clouds
257,Sitka,US,57.0531,-135.33,37.4,87,90,11.5,2021-04-12 18:02:41,light rain
258,Havre,FR,49.5833,0.3333,42.8,87,90,11.5,2021-04-12 18:02:41,overcast clouds
259,Cockburn Town,TC,21.4612,-71.1419,77.02,67,6,14.29,2021-04-12 17:59:04,clear sky
260,Castro,BR,-24.7911,-50.0119,75.16,70,22,5.1,2021-04-12 17:58:19,few clouds
261,Dabola,GN,10.75,-11.1167,101.05,17,48,6.98,2021-04-12 18:02:42,scattered clouds
262,Nuuk,GL,64.1835,-51.7216,39.2,60,20,2.3,2021-04-12 17:59:58,few clouds
263,Concarneau,FR,47.875,-3.9225,51.8,54,0,10.36,2021-04-12 18:02:43,clear sky
264,Wadi Musa,JO,30.3222,35.4793,47.53,58,0,8.66,2021-04-12 18:02:44,clear sky
265,Mayo,US,38.8876,-76.5119,55.99,82,90,6.91,2021-04-12 18:02:44,overcast clouds
266,Galesong,ID,-5.3166,119.3661,73.4,100,20,1.14,2021-04-12 18:02:44,few clouds
267,Mackay,AU,-21.15,149.2,69.8,94,75,8.05,2021-04-12 18:02:45,broken clouds
268,Pasni,PK,25.2631,63.471,79.29,77,0,10.83,2021-04-12 17:59:01,clear sky
269,Ormara,PK,25.2088,64.6357,80.17,72,0,13.51,2021-04-12 18:02:45,clear sky
270,Sibu,MY,2.3,111.8167,73.4,100,40,4.61,2021-04-12 18:02:46,scattered clouds
271,Turayf,SA,31.6725,38.6637,60.8,33,0,9.22,2021-04-12 18:02:46,clear sky
272,Lavrentiya,RU,65.5833,-171.0,6.53,92,100,14.88,2021-04-12 18:02:46,light snow
273,Georgetown,MY,5.4112,100.3354,80.6,89,20,3.44,2021-04-12 17:59:40,few clouds
274,Jinxiang,CN,27.4327,120.6062,65.03,98,94,2.64,2021-04-12 18:02:47,light rain
275,Coihaique,CL,-45.5752,-72.0662,60.8,55,20,11.5,2021-04-12 18:02:48,few clouds
276,Argos,GR,37.6333,22.7333,59.0,52,11,1.99,2021-04-12 18:02:48,few clouds
277,Lakes Entrance,AU,-37.8811,147.981,45.0,95,5,5.39,2021-04-12 18:02:48,clear sky
278,Santarem,BR,-2.4431,-54.7083,86.0,74,20,10.36,2021-04-12 18:02:49,few clouds
279,Ullapool,GB,57.8987,-5.1604,43.0,60,12,1.01,2021-04-12 18:02:49,few clouds
280,Cidreira,BR,-30.1811,-50.2056,71.96,65,94,13.04,2021-04-12 18:02:49,overcast clouds
281,Penzance,GB,50.1186,-5.5371,48.2,66,20,11.5,2021-04-12 18:02:50,few clouds
282,Poltavka,RU,54.3663,71.7632,35.01,99,99,7.14,2021-04-12 18:02:50,overcast clouds
283,Dingle,PH,10.9995,122.6711,76.62,84,94,5.23,2021-04-12 18:02:51,light rain
284,Robertsport,LR,6.7533,-11.3686,82.9,79,5,11.95,2021-04-12 18:02:51,clear sky
285,Garden City,US,42.3256,-83.331,59.0,82,90,5.75,2021-04-12 18:01:58,overcast clouds
286,Ouahigouya,BF,13.5828,-2.4216,99.28,4,0,7.87,2021-04-12 18:02:51,clear sky
287,Sambava,MG,-14.2667,50.1667,78.17,84,90,12.48,2021-04-12 18:02:52,light rain
288,Hohhot,CN,40.8106,111.6522,28.4,59,0,8.95,2021-04-12 18:02:52,clear sky
289,San Cristobal,VE,7.7669,-72.225,93.2,40,40,23.02,2021-04-12 18:02:53,scattered clouds
290,Yagoua,CM,10.3411,15.2329,94.71,13,68,5.08,2021-04-12 18:02:53,broken clouds
291,Urucara,BR,-2.5364,-57.76,89.89,55,65,4.9,2021-04-12 18:02:54,broken clouds
292,Iskateley,RU,67.6803,53.1512,31.08,88,70,18.34,2021-04-12 18:02:54,broken clouds
293,Itarema,BR,-2.9248,-39.9167,83.77,71,42,13.27,2021-04-12 18:02:55,scattered clouds
294,Binga,ZW,-17.6203,27.3414,74.66,62,12,2.8,2021-04-12 18:02:55,few clouds
295,Riyadh,SA,24.6877,46.7219,91.4,15,0,4.61,2021-04-12 18:01:23,clear sky
296,Malakal,SS,9.5334,31.6605,85.89,44,100,7.07,2021-04-12 18:02:55,overcast clouds
297,Dzilam Gonzalez,MX,21.2833,-88.9333,99.68,37,9,5.26,2021-04-12 18:02:56,clear sky
298,Maceio,BR,-9.6658,-35.7353,75.2,94,90,10.36,2021-04-12 18:02:56,overcast clouds
299,Huarmey,PE,-10.0681,-78.1522,73.96,74,74,9.22,2021-04-12 18:02:57,broken clouds
300,Rawson,AR,-43.3002,-65.1023,76.87,35,69,18.1,2021-04-12 18:02:57,broken clouds
301,Oranjemund,NA,-28.55,16.4333,65.5,70,1,5.21,2021-04-12 18:02:57,clear sky
302,Japura,ID,-0.3167,102.35,73.78,96,54,1.16,2021-04-12 18:02:58,broken clouds
303,Tura,IN,25.5198,90.2201,75.07,43,1,4.79,2021-04-12 18:02:58,clear sky
304,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.4,38,20,5.75,2021-04-12 18:02:58,few clouds
305,Luderitz,NA,-26.6481,15.1594,78.69,40,13,7.16,2021-04-12 18:02:59,few clouds
306,Korla,CN,41.7597,86.1469,54.21,27,21,12.86,2021-04-12 18:02:59,few clouds
307,Salinas,US,36.6777,-121.6555,53.6,76,90,4.61,2021-04-12 17:59:49,overcast clouds
308,Tezu,IN,27.9167,96.1667,75.94,36,35,4.81,2021-04-12 18:03:00,scattered clouds
309,Puerto Escondido,MX,15.85,-97.0667,87.8,74,20,8.05,2021-04-12 18:03:00,few clouds
310,Bage,BR,-31.3314,-54.1069,75.2,50,40,6.91,2021-04-12 18:03:01,scattered clouds
311,Kudahuvadhoo,MV,2.6708,72.8944,83.46,72,67,4.94,2021-04-12 18:03:01,broken clouds
312,Narowal,PK,32.1,74.8833,77.0,36,20,4.61,2021-04-12 18:03:01,haze
313,Chara,RU,56.9064,118.2631,-2.07,75,38,2.44,2021-04-12 18:03:02,scattered clouds
314,Guerrero Negro,MX,27.9769,-114.0611,65.1,57,2,14.14,2021-04-12 18:03:02,clear sky
315,Eyl,SO,7.9803,49.8164,80.47,68,77,9.71,2021-04-12 17:59:05,broken clouds
316,Hasaki,JP,35.7333,140.8333,50.0,87,75,1.14,2021-04-12 18:03:03,broken clouds
317,Autazes,BR,-3.5797,-59.1306,90.66,50,74,5.5,2021-04-12 18:03:03,broken clouds
318,Bridlington,GB,54.0831,-0.1919,42.01,71,20,5.01,2021-04-12 18:03:04,few clouds
319,Muravlenko,RU,63.7898,74.523,31.21,82,52,23.67,2021-04-12 18:03:04,broken clouds
320,Kungurtug,RU,50.5994,97.5228,27.59,90,99,1.25,2021-04-12 18:03:05,overcast clouds
321,Lewiston,US,44.1003,-70.2148,53.6,62,90,9.22,2021-04-12 18:03:05,overcast clouds
322,Buta,CD,2.7858,24.73,74.62,71,99,0.25,2021-04-12 18:03:05,overcast clouds
323,Sept-Iles,CA,50.2001,-66.3821,53.6,47,96,3.44,2021-04-12 18:03:06,overcast clouds
324,Abu Dhabi,AE,24.4667,54.3667,87.8,42,0,4.61,2021-04-12 18:00:06,clear sky
325,Goshogawara,JP,40.8044,140.4414,50.0,67,100,1.01,2021-04-12 18:03:06,overcast clouds
326,Xixiang,CN,35.1628,112.865,58.77,53,79,1.66,2021-04-12 18:03:07,broken clouds
327,Axim,GH,4.8699,-2.2405,82.69,79,64,9.86,2021-04-12 18:03:07,broken clouds
328,Ngunguru,NZ,-35.6167,174.5,62.01,95,84,1.01,2021-04-12 18:03:07,broken clouds
329,Onega,RU,63.9061,38.1404,46.65,90,100,11.34,2021-04-12 18:03:08,overcast clouds
330,Vaitape,PF,-16.5167,-151.75,82.02,73,100,12.8,2021-04-12 18:03:08,overcast clouds
331,Hammerfest,NO,70.6634,23.6821,30.2,86,75,17.27,2021-04-12 18:03:09,light snow
332,Alcudia,ES,39.8532,3.1214,57.99,61,56,1.99,2021-04-12 18:00:19,broken clouds
333,Boguchar,RU,49.9358,40.545,58.35,52,86,10.22,2021-04-12 18:03:10,overcast clouds
334,Hovd,MN,48.0056,91.6419,37.33,20,16,0.56,2021-04-12 18:03:10,few clouds
335,San Quintin,MX,30.4833,-115.95,61.61,62,70,8.34,2021-04-12 18:03:10,broken clouds
336,Plettenberg Bay,ZA,-34.0527,23.3716,64.13,83,96,0.38,2021-04-12 18:03:11,overcast clouds
337,Bongandanga,CD,1.5,21.05,72.75,79,76,1.88,2021-04-12 18:03:11,broken clouds
338,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,100,5.75,2021-04-12 18:03:11,moderate rain
339,Trelew,AR,-43.249,-65.3051,79.75,29,58,21.47,2021-04-12 18:03:12,broken clouds
340,Airai,TL,-8.9266,125.4092,56.66,80,86,2.21,2021-04-12 18:03:12,overcast clouds
341,Popondetta,PG,-8.7537,148.2534,72.05,94,98,2.55,2021-04-12 18:03:13,overcast clouds
342,Labuhan,ID,-6.8844,112.2051,77.41,88,81,8.41,2021-04-12 18:03:13,broken clouds
343,Aklavik,CA,68.2191,-135.0107,10.4,44,100,5.75,2021-04-12 18:03:14,overcast clouds
344,Impfondo,CG,1.6381,18.0667,75.6,75,77,3.58,2021-04-12 18:03:14,broken clouds
345,Codrington,AU,-38.2667,141.9667,53.69,72,100,10.98,2021-04-12 18:03:14,overcast clouds
346,Canapi,BR,-9.1174,-37.6012,83.93,52,95,8.48,2021-04-12 18:03:15,overcast clouds
347,Ayapel,CO,8.3137,-75.1398,93.36,50,74,3.44,2021-04-12 18:03:15,broken clouds
348,Leningradskiy,RU,69.3833,178.4167,-3.6,81,99,7.09,2021-04-12 18:03:15,overcast clouds
349,Rio Grande,BR,-32.035,-52.0986,77.0,57,75,9.22,2021-04-12 17:58:36,broken clouds
350,Alamosa,US,37.4695,-105.87,60.8,14,1,6.6,2021-04-12 18:03:16,clear sky
351,Bardiyah,LY,31.7561,25.0865,59.61,56,1,9.13,2021-04-12 18:03:16,clear sky
352,Fairbanks,US,64.8378,-147.7164,32.0,64,75,9.22,2021-04-12 17:59:27,broken clouds
353,Hamilton,US,39.1834,-84.5333,61.0,63,90,13.8,2021-04-12 18:03:17,overcast clouds
354,College,US,64.8569,-147.8028,37.4,60,90,1.57,2021-04-12 18:03:18,overcast clouds
355,Portland,US,45.5234,-122.6762,57.0,43,20,3.44,2021-04-12 18:03:18,few clouds
356,Zheleznodorozhnyy,RU,55.7503,38.0042,53.01,46,0,8.95,2021-04-12 18:03:18,clear sky
357,Kamyaran,IR,34.7956,46.9355,57.2,24,75,6.91,2021-04-12 18:03:19,broken clouds
358,Shambu,ET,9.5667,37.1,57.96,68,100,2.06,2021-04-12 18:03:19,light rain
359,Awbari,LY,26.5921,12.7805,85.23,10,60,12.84,2021-04-12 18:03:20,broken clouds
360,Acarau,BR,-2.8856,-40.12,83.82,72,40,13.65,2021-04-12 18:03:20,scattered clouds
361,Porto Santo,PT,33.072,-16.3415,69.8,78,20,12.66,2021-04-12 18:03:20,few clouds
362,The Valley,AI,18.217,-63.0578,84.2,61,20,13.8,2021-04-12 18:03:21,few clouds
363,Bundaberg,AU,-24.85,152.35,64.0,82,1,8.05,2021-04-12 18:03:21,clear sky
364,Praia Da Vitoria,PT,38.7333,-27.0667,64.99,94,40,21.34,2021-04-12 18:03:21,scattered clouds
365,Broome,US,42.2506,-75.833,46.0,93,90,12.66,2021-04-12 18:03:22,mist
366,Benjamin Constant,BR,-4.3831,-70.0311,91.4,66,40,4.61,2021-04-12 18:03:22,scattered clouds
367,Keti Bandar,PK,24.1447,67.4497,80.01,62,0,12.59,2021-04-12 18:03:23,clear sky
368,Jati,PK,24.3539,68.2671,80.62,51,0,11.32,2021-04-12 18:03:24,clear sky
369,Staryy Nadym,RU,65.6118,72.6842,30.67,80,94,27.11,2021-04-12 18:03:24,overcast clouds
370,Kruisfontein,ZA,-34.0033,24.7314,69.01,86,92,2.95,2021-04-12 18:03:24,overcast clouds
371,Grand Gaube,MU,-20.0064,57.6608,73.4,94,75,1.14,2021-04-12 18:03:25,light rain
372,Smithers,CA,54.7804,-127.1743,32.0,59,75,6.91,2021-04-12 18:03:25,broken clouds
373,Shebunino,RU,46.4339,141.8603,43.99,71,92,20.98,2021-04-12 18:03:26,overcast clouds
374,Ponta Delgada,PT,37.7333,-25.6667,62.6,94,20,16.11,2021-04-12 18:03:26,few clouds
375,Ukiah,US,39.1502,-123.2078,68.0,42,1,4.61,2021-04-12 18:03:27,clear sky
376,Asau,RO,46.4333,26.4,52.0,32,25,1.66,2021-04-12 18:03:27,scattered clouds
377,Guadalupe Y Calvo,MX,26.1,-106.9667,68.61,10,0,10.83,2021-04-12 18:03:27,clear sky
378,Sao Francisco,BR,-15.9486,-44.8644,92.68,30,31,5.97,2021-04-12 18:03:28,scattered clouds
379,San Francisco,US,37.7749,-122.4194,60.01,71,20,4.61,2021-04-12 18:00:02,few clouds
380,Balintore,GB,57.7556,-3.9123,45.0,49,75,5.75,2021-04-12 18:03:29,broken clouds
381,Comanesti,RO,46.4167,26.4333,57.2,41,0,6.91,2021-04-12 18:03:29,clear sky
382,Menongue,AO,-14.6585,17.691,65.95,57,41,6.06,2021-04-12 18:03:29,scattered clouds
383,Constitucion,CL,-35.3333,-72.4167,70.45,55,2,15.77,2021-04-12 18:03:30,clear sky
384,Deputatskiy,RU,69.3,139.9,-12.15,90,99,5.23,2021-04-12 18:03:30,overcast clouds
385,Dongsheng,CN,39.8161,109.9776,28.83,28,4,10.45,2021-04-12 18:03:31,clear sky
386,Pagudpud,PH,18.5616,120.7868,75.2,83,20,2.3,2021-04-12 18:03:31,few clouds
387,Naze,JP,28.3667,129.4833,66.76,87,99,15.86,2021-04-12 18:03:31,overcast clouds
388,Wajir,KE,1.7471,40.0573,77.0,88,0,6.55,2021-04-12 18:03:32,clear sky
389,Taree,AU,-31.9,152.4667,48.2,87,11,4.45,2021-04-12 18:03:32,few clouds
390,Paamiut,GL,61.994,-49.6678,33.82,81,12,3.89,2021-04-12 18:03:32,few clouds
391,Vila Velha,BR,-20.3297,-40.2925,88.0,55,20,11.5,2021-04-12 18:03:33,few clouds
392,Nishihara,JP,26.1842,127.7558,73.0,94,90,13.8,2021-04-12 18:03:33,mist
393,Vardo,NO,70.3705,31.1107,26.6,80,0,20.71,2021-04-12 18:03:33,clear sky
394,Muros,ES,42.7762,-9.0603,62.01,65,100,1.99,2021-04-12 18:03:34,overcast clouds
395,Vuktyl,RU,63.8567,57.3094,34.18,87,67,9.91,2021-04-12 18:03:34,broken clouds
396,Ayan,RU,56.45,138.1667,8.35,92,97,6.29,2021-04-12 18:03:34,overcast clouds
397,Sulecin,PL,52.4443,15.1168,44.01,71,100,3.76,2021-04-12 18:03:35,overcast clouds
398,Lompoc,US,34.6391,-120.4579,50.0,87,37,6.91,2021-04-12 18:01:23,scattered clouds
399,Guatire,VE,10.4762,-66.5427,79.0,78,40,17.27,2021-04-12 18:03:35,scattered clouds
400,Corinto,GR,37.9407,22.9573,59.0,52,10,1.99,2021-04-12 18:03:36,clear sky
401,Marystown,CA,47.1666,-55.1483,38.66,94,100,14.63,2021-04-12 18:03:36,overcast clouds
402,Nortelandia,BR,-14.4547,-56.8028,90.79,41,4,6.82,2021-04-12 18:03:36,moderate rain
403,Hanzhong,CN,33.0728,107.0303,60.87,72,100,2.19,2021-04-12 18:03:37,moderate rain
404,Indianola,US,41.3581,-93.5574,55.0,41,3,18.34,2021-04-12 18:03:37,clear sky
405,Tiksi,RU,71.6872,128.8694,3.18,92,89,8.19,2021-04-12 18:03:37,overcast clouds
406,Nanortalik,GL,60.1432,-45.2371,36.55,68,6,14.47,2021-04-12 18:03:38,clear sky
407,Nehe,CN,48.4833,124.8333,15.42,84,85,7.09,2021-04-12 18:03:38,overcast clouds
408,Shache,CN,38.4167,77.2406,61.36,22,36,5.14,2021-04-12 18:03:39,scattered clouds
409,Hoyanger,NO,61.2204,6.0749,37.4,48,40,12.66,2021-04-12 18:03:39,scattered clouds
410,Colquechaca,BO,-18.6667,-66.0167,40.37,67,93,7.16,2021-04-12 18:03:39,overcast clouds
411,Kibaya,TZ,-5.3,36.5667,59.67,97,77,5.73,2021-04-12 18:03:40,light rain
412,Arona,ES,28.0996,-16.681,73.0,73,40,6.91,2021-04-12 18:03:40,scattered clouds
413,Tazovskiy,RU,67.4667,78.7,30.15,96,79,19.84,2021-04-12 18:03:41,light snow
414,Luanda,AO,-8.8368,13.2343,86.0,62,75,8.05,2021-04-12 18:03:23,light rain
415,Banja Luka,BA,44.7758,17.1856,62.6,51,0,3.44,2021-04-12 18:03:41,clear sky
416,Tabuk,PH,17.4189,121.4443,72.36,89,53,2.89,2021-04-12 18:03:42,broken clouds
417,Svetlogorsk,BY,52.6333,29.7333,48.0,90,100,6.13,2021-04-12 18:03:42,overcast clouds
418,Kahului,US,20.8947,-156.47,71.6,83,1,5.75,2021-04-12 18:03:43,light rain
419,Wonthaggi,AU,-38.6044,145.5913,45.0,92,83,6.51,2021-04-12 18:03:43,broken clouds
420,Rocha,UY,-34.4833,-54.3333,69.78,59,0,5.95,2021-04-12 18:02:27,clear sky
421,Nioki,CD,-2.7167,17.6833,74.3,80,50,3.62,2021-04-12 18:03:44,scattered clouds
422,Taft,IR,31.7471,54.2088,77.0,20,40,4.61,2021-04-12 18:03:44,scattered clouds
423,Lakhdenpokhya,RU,61.5198,30.1992,45.0,79,100,7.45,2021-04-12 18:03:45,overcast clouds
424,Moose Factory,CA,51.2585,-80.6094,42.8,75,1,9.22,2021-04-12 18:03:45,clear sky
425,Gaya,IN,24.7833,85.0,77.0,31,40,3.98,2021-04-12 18:03:45,haze
426,Tual,ID,-5.6667,132.75,83.01,73,39,8.59,2021-04-12 18:03:46,scattered clouds
427,Warrnambool,AU,-38.3833,142.4833,51.01,92,100,12.39,2021-04-12 18:03:46,overcast clouds
428,Planaltina,BR,-15.4528,-47.6142,82.4,47,40,5.75,2021-04-12 18:03:46,scattered clouds
429,Weinan,CN,34.5036,109.5089,63.0,67,0,6.71,2021-04-12 18:03:47,clear sky
430,Chifeng,CN,42.2683,118.9636,32.49,32,15,10.18,2021-04-12 18:03:47,few clouds
431,Cabra,ES,37.4725,-4.4421,73.4,43,0,6.91,2021-04-12 18:03:47,clear sky
432,Praia,CV,14.9215,-23.5087,82.4,39,0,18.41,2021-04-12 18:03:48,clear sky
433,Puerto Madryn,AR,-42.7692,-65.0385,77.11,34,15,12.91,2021-04-12 18:00:52,few clouds
434,Forest Grove,US,45.5198,-123.1107,57.99,33,1,8.05,2021-04-12 18:03:49,clear sky
435,Bambanglipuro,ID,-7.95,110.2833,78.03,85,91,2.39,2021-04-12 18:03:09,overcast clouds
436,Springfield,US,37.2153,-93.2982,64.0,42,1,9.22,2021-04-12 18:01:31,clear sky
437,Mehamn,NO,71.0357,27.8492,30.2,80,40,20.71,2021-04-12 18:03:49,light snow
438,Iwaki,JP,37.05,140.8833,50.0,80,99,13.56,2021-04-12 18:02:16,overcast clouds
439,Marsh Harbour,BS,26.5412,-77.0636,75.27,80,20,18.81,2021-04-12 18:03:50,few clouds
440,Medvedevo,RU,56.6339,47.804,46.4,49,0,8.95,2021-04-12 18:03:51,clear sky
441,Sioux Lookout,CA,50.1001,-91.917,33.8,93,90,12.66,2021-04-12 18:02:57,light rain
442,Chadiza,ZM,-14.0678,32.4392,64.53,91,98,5.1,2021-04-12 18:03:51,overcast clouds
443,Belyy Yar,RU,53.6039,91.3903,35.6,75,100,8.39,2021-04-12 18:03:52,overcast clouds
444,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.0,43,99,22.37,2021-04-12 18:00:10,overcast clouds
445,Kismayo,SO,-0.3582,42.5454,82.98,72,12,10.47,2021-04-12 18:03:52,few clouds
446,Moussoro,TD,13.6408,16.4901,91.87,6,96,12.5,2021-04-12 18:00:19,overcast clouds
447,Bhayavadar,IN,21.85,70.25,84.43,27,0,8.32,2021-04-12 18:03:53,clear sky
448,Rosario,AR,-32.9468,-60.6393,75.2,43,0,10.36,2021-04-12 18:03:32,clear sky
449,Albion,US,42.2431,-84.753,61.0,55,90,9.22,2021-04-12 18:03:53,overcast clouds
450,Faya,SA,18.3851,42.4509,66.2,63,0,5.75,2021-04-12 18:03:54,clear sky
451,Fandriana,MG,-20.2333,47.3833,59.92,97,94,2.21,2021-04-12 18:03:54,overcast clouds
452,Begang,PH,6.6909,122.0168,77.0,94,40,2.3,2021-04-12 18:03:55,scattered clouds
453,Phalaborwa,ZA,-23.943,31.1411,77.0,57,0,5.75,2021-04-12 18:01:00,clear sky
454,Mecca,SA,21.4267,39.8261,77.9,43,3,8.57,2021-04-12 18:03:55,clear sky
455,Yumen,CN,40.2833,97.2,39.47,42,90,16.6,2021-04-12 18:03:56,overcast clouds
456,Kharp,RU,66.8014,65.8081,29.98,84,59,20.49,2021-04-12 18:03:56,broken clouds
457,Shirokiy,RU,49.758,129.523,17.08,76,100,12.93,2021-04-12 18:03:57,overcast clouds
458,Tadine,NC,-21.55,167.8833,76.48,87,100,9.37,2021-04-12 18:03:57,moderate rain
459,Kiruna,SE,67.8557,20.2251,28.4,64,51,3.44,2021-04-12 18:03:57,broken clouds
460,Salalah,OM,17.0151,54.0924,82.4,69,20,5.75,2021-04-12 18:03:58,few clouds
461,Manaure,CO,11.7751,-72.4445,82.94,72,86,17.18,2021-04-12 18:03:58,overcast clouds
462,Cabo San Lucas,MX,22.8909,-109.9124,78.8,38,1,9.22,2021-04-12 18:03:59,clear sky
463,Charters Towers,AU,-20.1,146.2667,67.33,86,3,6.42,2021-04-12 18:03:59,clear sky
464,Sakhnovshchyna,UA,49.1517,35.872,55.09,76,100,4.34,2021-04-12 18:04:00,overcast clouds
465,Pandamatenga,BW,-18.5278,25.627,68.22,51,4,3.62,2021-04-12 18:04:00,clear sky
466,Villa Carlos Paz,AR,-31.4241,-64.4978,77.0,40,0,11.5,2021-04-12 18:04:01,clear sky
467,Ambatondrazaka,MG,-17.8333,48.4167,66.42,92,100,4.97,2021-04-12 18:04:01,overcast clouds
468,Guilin,CN,25.2819,110.2864,60.8,94,75,4.12,2021-04-12 18:02:11,light rain
