City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Descripion
231,Wuchi,CN,29.3786,103.023,46.76,97,100,2.28,2021-04-12 17:25:16,overcast clouds
232,Fuldatal,DE,51.3833,9.5667,41.0,70,40,9.22,2021-04-12 17:25:16,scattered clouds
233,Dakar,SN,14.6937,-17.4441,78.8,53,0,13.8,2021-04-12 17:25:17,clear sky
234,Villa Carlos Paz,AR,-31.4241,-64.4978,75.99,35,0,12.66,2021-04-12 17:25:17,clear sky
235,Acapulco,MX,16.8634,-99.8901,84.2,65,20,8.05,2021-04-12 17:25:18,few clouds
236,Baisha,CN,26.5222,110.9311,60.13,99,96,0.98,2021-04-12 17:25:18,light rain
237,Bindura,ZW,-17.3019,31.3306,69.01,52,27,7.0,2021-04-12 17:25:19,scattered clouds
238,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.4,38,20,5.75,2021-04-12 17:23:01,few clouds
239,Ruwi,OM,23.5996,58.5507,82.4,83,0,4.61,2021-04-12 17:25:19,clear sky
240,Gaoua,BF,10.2992,-3.2508,103.32,15,7,7.18,2021-04-12 17:25:19,clear sky
241,Codrington,AU,-38.2667,141.9667,52.77,76,100,10.16,2021-04-12 17:25:20,overcast clouds
242,Laguna,US,38.421,-121.4238,66.0,48,1,3.44,2021-04-12 17:20:57,clear sky
243,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.0,43,100,22.37,2021-04-12 17:20:21,overcast clouds
244,Atar,MR,20.5169,-13.0499,98.46,9,7,11.21,2021-04-12 17:24:31,clear sky
245,Morristown,US,36.214,-83.2949,71.01,35,1,11.5,2021-04-12 17:23:25,clear sky
246,Baiao,BR,-2.7906,-49.6717,87.98,61,98,2.21,2021-04-12 17:25:21,overcast clouds
247,Coihueco,CL,-36.6167,-71.8333,73.4,49,0,14.97,2021-04-12 17:25:21,clear sky
248,Cozumel,MX,20.5083,-86.9458,86.0,74,75,12.66,2021-04-12 17:25:22,broken clouds
249,Safaga,EG,26.7292,33.9365,71.6,28,0,18.41,2021-04-12 17:25:23,clear sky
250,Astana,KZ,51.1801,71.446,39.2,81,0,6.71,2021-04-12 17:25:23,clear sky
251,Qasigiannguit,GL,68.8193,-51.1922,33.8,86,75,17.27,2021-04-12 17:25:24,light rain and snow
252,Inhambane,MZ,-23.865,35.3833,80.6,69,20,3.44,2021-04-12 17:21:18,few clouds
253,Poronaysk,RU,49.2167,143.1167,37.96,77,69,9.46,2021-04-12 17:25:24,broken clouds
254,North Highlands,US,38.6857,-121.3722,66.99,36,1,6.91,2021-04-12 17:25:24,clear sky
255,Faya,SA,18.3851,42.4509,66.2,77,40,3.44,2021-04-12 17:25:25,scattered clouds
256,Flinders,AU,-34.5833,150.8552,48.99,93,14,4.61,2021-04-12 17:25:26,few clouds
257,Portsmouth,GB,50.799,-1.0913,51.01,50,94,7.65,2021-04-12 17:25:26,overcast clouds
258,Cabinda,AO,-5.55,12.2,81.72,77,86,2.64,2021-04-12 17:25:26,light rain
259,Aktau,KZ,43.65,51.2,55.4,44,0,4.47,2021-04-12 17:25:27,clear sky
260,Gien,FR,47.6933,2.6309,53.01,47,90,1.99,2021-04-12 17:25:27,overcast clouds
261,Batagay-Alyta,RU,67.8006,130.4114,-7.87,87,97,5.53,2021-04-12 17:25:27,overcast clouds
262,Port Hardy,CA,50.6996,-127.4199,42.8,81,20,6.91,2021-04-12 17:25:28,few clouds
263,Avarua,CK,-21.2078,-159.775,71.6,100,75,3.44,2021-04-12 17:25:28,light rain
264,Mehamn,NO,71.0357,27.8492,32.0,74,40,23.02,2021-04-12 17:25:28,light snow
265,Chynadiyovo,UA,48.4818,22.8217,57.0,43,37,3.8,2021-04-12 17:25:29,scattered clouds
266,Waverly,US,42.7392,-84.6208,59.0,76,90,10.36,2021-04-12 17:25:30,overcast clouds
267,Lillooet,CA,50.6856,-121.942,42.8,61,90,5.75,2021-04-12 17:25:30,overcast clouds
268,Vestmannaeyjar,IS,63.4427,-20.2734,42.8,87,40,20.71,2021-04-12 17:25:31,scattered clouds
269,Bendigo,AU,-36.7667,144.2833,43.0,93,100,1.01,2021-04-12 17:20:35,overcast clouds
270,Lagos,NG,6.5833,3.75,87.8,66,20,8.05,2021-04-12 17:25:31,few clouds
271,Domoni,KM,-12.2569,44.5319,79.66,86,98,7.47,2021-04-12 17:25:32,moderate rain
272,Shebalino,RU,51.2917,85.6772,38.16,85,45,4.68,2021-04-12 17:25:32,scattered clouds
273,Taksimo,RU,56.3444,114.8794,12.02,82,96,3.94,2021-04-12 17:25:33,overcast clouds
274,Shitanjing,CN,39.2342,106.3439,36.72,29,86,4.36,2021-04-12 17:25:33,light rain
275,Banda Aceh,ID,5.5577,95.3222,80.22,79,41,7.45,2021-04-12 17:25:33,scattered clouds
276,Fare,PF,-16.7,-151.0167,82.27,70,100,11.88,2021-04-12 17:23:10,overcast clouds
277,Soto La Marina,MX,23.7667,-98.2167,86.0,66,39,5.99,2021-04-12 17:25:34,scattered clouds
278,Biak,ID,-0.9131,122.8766,75.78,83,24,1.66,2021-04-12 17:25:34,few clouds
279,Omboue,GA,-1.5746,9.2618,82.49,77,84,7.74,2021-04-12 17:25:34,broken clouds
280,Maputo,MZ,-25.9653,32.5892,80.01,78,20,10.36,2021-04-12 17:25:35,few clouds
281,Mpika,ZM,-11.8343,31.4529,62.11,96,64,8.14,2021-04-12 17:25:35,broken clouds
282,Vilhena,BR,-12.7406,-60.1458,84.2,65,40,9.22,2021-04-12 17:25:36,scattered clouds
283,Binga,ZW,-17.6203,27.3414,75.0,62,5,2.62,2021-04-12 17:25:36,clear sky
284,Todos Santos,MX,23.45,-110.2167,84.99,36,1,3.44,2021-04-12 17:25:36,clear sky
285,Mayumba,GA,-3.432,10.6554,82.18,80,87,5.41,2021-04-12 17:25:37,overcast clouds
286,Gimli,CA,50.6336,-96.9907,26.6,93,100,21.85,2021-04-12 17:25:37,snow
287,Kidal,ML,18.4411,1.4078,103.68,5,0,6.73,2021-04-12 17:25:37,clear sky
288,Benemerito De Las Americas,MX,16.5167,-90.6439,97.72,37,2,3.29,2021-04-12 17:21:16,clear sky
289,Kruisfontein,ZA,-34.0033,24.7314,70.0,84,91,1.01,2021-04-12 17:25:38,overcast clouds
290,Xicotencatl,MX,23.0167,-98.8833,87.01,70,72,1.99,2021-04-12 17:25:38,broken clouds
291,Uarini,BR,-2.99,-65.1083,84.2,89,75,3.44,2021-04-12 17:25:39,broken clouds
292,Katsuura,JP,35.1333,140.3,57.99,77,75,2.3,2021-04-12 17:22:26,broken clouds
293,Fortuna,US,40.5982,-124.1573,57.0,81,1,5.75,2021-04-12 17:25:39,clear sky
294,Hofn,IS,64.2539,-15.2082,42.8,61,20,5.75,2021-04-12 17:25:39,few clouds
295,Svetlogorsk,BY,52.6333,29.7333,47.84,90,100,8.14,2021-04-12 17:25:40,overcast clouds
296,Barinitas,VE,8.7622,-70.4111,77.74,76,100,3.22,2021-04-12 17:25:40,overcast clouds
297,Mitsamiouli,KM,-11.3847,43.2844,82.58,75,99,7.99,2021-04-12 17:25:41,light rain
298,Itarema,BR,-2.9248,-39.9167,84.65,69,46,12.95,2021-04-12 17:25:41,scattered clouds
299,Chirilagua,SV,13.2203,-88.1386,93.2,52,40,5.97,2021-04-12 17:25:41,scattered clouds
300,Malanje,AO,-9.5402,16.341,65.86,91,69,4.45,2021-04-12 17:25:42,light rain
301,Atambua,ID,-9.1061,124.8925,71.4,87,88,3.49,2021-04-12 17:25:42,overcast clouds
302,Yerbogachen,RU,61.2767,108.0108,17.92,96,97,5.01,2021-04-12 17:25:43,overcast clouds
303,Karratha,AU,-20.7377,116.8463,82.94,73,49,8.7,2021-04-12 17:25:44,scattered clouds
304,Port Lincoln,AU,-34.7333,135.8667,68.11,35,100,24.99,2021-04-12 17:25:44,overcast clouds
305,Raychikhinsk,RU,49.7838,129.4121,17.73,74,100,12.68,2021-04-12 17:25:44,overcast clouds
306,Rawson,AR,-43.3002,-65.1023,75.78,36,81,18.63,2021-04-12 17:20:52,broken clouds
307,Hovd,MN,48.0056,91.6419,38.16,20,17,1.63,2021-04-12 17:25:45,few clouds
308,Tautira,PF,-17.7333,-149.15,78.8,69,75,5.75,2021-04-12 17:25:45,light rain
309,Anadyr,RU,64.75,177.4833,6.8,72,75,13.42,2021-04-12 17:25:46,snow
310,Nouadhibou,MR,20.931,-17.0347,78.8,44,9,17.27,2021-04-12 17:25:46,clear sky
311,Vardo,NO,70.3705,31.1107,28.4,74,0,19.57,2021-04-12 17:25:47,clear sky
312,Vikulovo,RU,56.8167,70.6107,35.06,94,89,5.53,2021-04-12 17:25:47,overcast clouds
313,Talnakh,RU,69.4865,88.3972,23.86,95,100,8.08,2021-04-12 17:25:48,light snow
314,Sherghati,IN,24.5667,84.7833,77.0,31,40,3.06,2021-04-12 17:25:48,haze
315,Kenai,US,60.5544,-151.2583,39.2,80,90,10.36,2021-04-12 17:25:49,overcast clouds
316,Guilin,CN,25.2819,110.2864,60.8,94,75,4.92,2021-04-12 17:25:49,light rain
317,Nalut,LY,30.3333,10.85,86.29,12,0,15.86,2021-04-12 17:25:49,clear sky
318,Casa Nova,BR,-9.4167,-41.1333,91.4,38,40,6.91,2021-04-12 17:25:50,scattered clouds
319,Kaeo,NZ,-35.1,173.7833,64.99,96,32,5.01,2021-04-12 17:25:50,scattered clouds
320,Biu,NG,10.6129,12.1946,94.57,6,29,5.06,2021-04-12 17:25:51,scattered clouds
321,Rio Gallegos,AR,-51.6226,-69.2181,59.0,25,0,23.02,2021-04-12 17:21:35,clear sky
322,Longyearbyen,SJ,78.2186,15.6401,15.8,53,20,5.75,2021-04-12 17:25:51,few clouds
323,Coquimbo,CL,-29.9533,-71.3436,62.6,72,20,14.97,2021-04-12 17:25:52,few clouds
324,Kasane,BW,-17.8167,25.15,73.4,56,0,1.14,2021-04-12 17:25:52,clear sky
325,Pauini,BR,-7.7136,-66.9764,88.27,55,100,1.34,2021-04-12 17:25:52,overcast clouds
326,Zapolyarnyy,RU,69.4154,30.8136,32.0,64,0,11.5,2021-04-12 17:25:53,clear sky
327,Bubaque,GW,11.2833,-15.8333,78.01,72,3,13.2,2021-04-12 17:25:53,clear sky
328,Grand-Santi,GF,4.25,-54.3833,88.86,56,56,2.95,2021-04-12 17:25:54,broken clouds
329,Kassala,SD,15.451,36.4,91.54,12,26,8.5,2021-04-12 17:22:13,scattered clouds
330,Cabra,ES,37.4725,-4.4421,73.4,46,0,5.75,2021-04-12 17:25:54,clear sky
331,Bahia Blanca,AR,-38.7196,-62.2724,76.06,33,0,14.0,2021-04-12 17:25:55,clear sky
332,Nizhniy Tsasuchey,RU,50.5167,115.1333,23.23,28,50,3.31,2021-04-12 17:25:55,scattered clouds
333,Vila,PT,42.0304,-8.1588,60.01,52,100,3.31,2021-04-12 17:25:56,overcast clouds
334,Orange Cove,US,36.6244,-119.3137,71.01,49,30,1.99,2021-04-12 17:25:56,scattered clouds
335,Seoul,KR,37.5683,126.9778,57.2,93,90,5.75,2021-04-12 17:21:13,light rain
336,Korla,CN,41.7597,86.1469,54.72,24,15,15.32,2021-04-12 17:25:56,few clouds
337,Dunmore Town,BS,25.5,-76.65,75.54,82,6,16.33,2021-04-12 17:25:57,clear sky
338,Irece,BR,-11.3042,-41.8558,90.59,28,98,8.3,2021-04-12 17:25:57,light rain
339,Chicama,PE,-7.8447,-79.1469,69.8,83,20,16.11,2021-04-12 17:25:57,mist
340,The Pas,CA,53.8251,-101.2541,24.8,63,1,14.97,2021-04-12 17:25:58,clear sky
341,Fallon,US,39.4735,-118.7774,48.99,21,20,4.61,2021-04-12 17:25:58,few clouds
342,Kavaratti,IN,10.5669,72.642,83.97,73,59,6.04,2021-04-12 17:25:58,broken clouds
343,Makat,KZ,47.6469,53.3463,62.98,26,0,11.21,2021-04-12 17:25:59,clear sky
344,Chik,RU,54.9928,82.4311,39.2,60,0,11.18,2021-04-12 17:26:00,clear sky
345,Yantal,RU,56.8471,105.2542,23.04,99,76,3.94,2021-04-12 17:26:00,broken clouds
346,Lagoa,PT,39.05,-27.9833,62.06,85,58,13.78,2021-04-12 17:26:01,broken clouds
347,Bondo,CD,3.8146,23.6866,78.17,62,100,0.98,2021-04-12 17:26:01,overcast clouds
348,Krasnoselkup,RU,65.7,82.4667,25.43,91,75,15.23,2021-04-12 17:25:52,broken clouds
349,Muravlenko,RU,63.7898,74.523,30.43,86,55,21.27,2021-04-12 17:26:02,broken clouds
350,Niles,US,42.0189,-87.8028,62.01,55,20,16.11,2021-04-12 17:26:02,few clouds
351,Zhigansk,RU,66.7697,123.3711,4.77,92,100,7.99,2021-04-12 17:26:02,overcast clouds
352,Husavik,IS,66.0449,-17.3389,48.2,46,0,10.36,2021-04-12 17:26:03,clear sky
353,Mtimbira,TZ,-8.7833,36.35,71.44,96,100,3.13,2021-04-12 17:26:03,moderate rain
354,Raudeberg,NO,61.9875,5.1352,39.0,79,100,27.63,2021-04-12 17:26:04,overcast clouds
355,Hambantota,LK,6.1241,81.1185,80.02,76,45,1.12,2021-04-12 17:26:04,scattered clouds
356,Yumen,CN,40.2833,97.2,39.99,49,88,16.11,2021-04-12 17:26:04,overcast clouds
357,Norman Wells,CA,65.282,-126.8329,10.4,56,75,9.22,2021-04-12 17:26:05,broken clouds
358,Honningsvag,NO,70.9821,25.9704,32.0,74,40,23.02,2021-04-12 17:26:05,light snow
359,Axim,GH,4.8699,-2.2405,84.65,72,68,9.95,2021-04-12 17:26:06,broken clouds
360,Luganville,VU,-15.5333,167.1667,77.92,85,86,3.8,2021-04-12 17:26:06,overcast clouds
361,Hundested,DK,55.9667,11.8667,44.01,60,28,4.0,2021-04-12 17:26:06,scattered clouds
362,Humaita,BR,-7.5061,-63.0208,93.72,47,74,1.03,2021-04-12 17:26:07,broken clouds
363,Samfya,ZM,-11.3649,29.5565,65.64,90,75,7.29,2021-04-12 17:26:07,moderate rain
364,Severo-Kurilsk,RU,50.6789,156.125,32.02,91,100,6.58,2021-04-12 17:26:07,overcast clouds
365,Nanortalik,GL,60.1432,-45.2371,36.68,64,6,14.34,2021-04-12 17:26:08,clear sky
366,Horodyshche,UA,49.2849,31.4451,47.73,83,100,1.05,2021-04-12 17:26:08,overcast clouds
367,Nichinan,JP,31.6,131.3667,60.01,93,100,11.01,2021-04-12 17:26:09,moderate rain
368,Baruun-Urt,MN,46.6806,113.2792,23.81,33,16,8.19,2021-04-12 17:26:09,few clouds
369,Moindou,NC,-21.6924,165.677,73.4,100,90,4.61,2021-04-12 17:26:10,light rain
370,Hendaye,FR,43.3717,-1.7738,53.6,62,20,5.75,2021-04-12 17:26:10,few clouds
371,Zeya,RU,53.75,127.2667,9.57,82,9,5.28,2021-04-12 17:26:10,clear sky
372,Wewak,PG,-3.5534,143.6268,77.34,89,100,6.31,2021-04-12 17:26:11,moderate rain
373,Dingle,PH,10.9995,122.6711,77.04,83,100,4.99,2021-04-12 17:26:11,overcast clouds
374,Yatou,CN,37.15,122.3833,46.09,91,96,16.06,2021-04-12 17:26:12,overcast clouds
375,Deniliquin,AU,-35.5333,144.9667,50.65,71,84,1.19,2021-04-12 17:26:12,broken clouds
376,Cabo San Lucas,MX,22.8909,-109.9124,79.0,46,1,3.44,2021-04-12 17:23:40,clear sky
377,Itoman,JP,26.1247,127.6694,73.0,94,75,6.91,2021-04-12 17:26:13,broken clouds
378,Ostrovnoy,RU,68.0531,39.5131,33.21,90,100,11.48,2021-04-12 17:26:13,overcast clouds
379,Tarakan,ID,3.3,117.6333,80.55,79,94,6.82,2021-04-12 17:25:06,light rain
380,Adeje,ES,28.1227,-16.726,73.99,73,40,6.91,2021-04-12 17:26:14,scattered clouds
381,Cucutilla,CO,7.5394,-72.7724,93.2,40,40,23.02,2021-04-12 17:26:14,scattered clouds
382,Hobyo,SO,5.3505,48.5268,82.65,61,100,10.85,2021-04-12 17:26:15,overcast clouds
383,Zelenoborsk,RU,61.4669,64.0333,34.41,88,9,7.56,2021-04-12 17:26:15,clear sky
384,Necochea,AR,-38.5473,-58.7368,78.01,44,0,4.0,2021-04-12 17:22:02,clear sky
385,Naze,JP,28.3667,129.4833,66.58,87,98,16.67,2021-04-12 17:26:16,overcast clouds
386,Moose Factory,CA,51.2585,-80.6094,42.8,75,1,9.22,2021-04-12 17:26:16,clear sky
387,Bolo,PH,13.7899,120.9817,77.0,84,67,3.98,2021-04-12 17:26:17,broken clouds
388,Monte Alegre,BR,-2.0078,-54.0692,87.71,60,52,3.58,2021-04-12 17:26:17,broken clouds
389,Ambilobe,MG,-13.2,49.05,76.08,85,82,2.68,2021-04-12 17:26:17,broken clouds
390,Matagami,CA,49.7502,-77.6328,57.2,58,90,13.8,2021-04-12 17:26:18,overcast clouds
391,Kazerun,IR,29.6195,51.6541,74.25,23,55,1.74,2021-04-12 17:26:18,broken clouds
392,Balkanabat,TM,39.5108,54.3671,68.88,27,0,18.25,2021-04-12 17:26:18,clear sky
393,Ouesso,CG,1.6136,16.0517,75.76,77,99,3.49,2021-04-12 17:26:19,light rain
394,Bonavista,CA,48.6499,-53.1147,37.0,100,100,8.05,2021-04-12 17:26:19,light rain
395,Susanville,US,40.4163,-120.653,48.2,25,1,9.22,2021-04-12 17:26:20,clear sky
396,Kanigoro,ID,-8.13,112.219,73.72,92,30,2.8,2021-04-12 17:26:20,scattered clouds
397,Lafia,NG,8.4833,8.5167,98.71,26,97,6.13,2021-04-12 17:26:20,overcast clouds
398,Vao,NC,-22.6667,167.4833,75.51,86,100,4.88,2021-04-12 17:26:21,light rain
399,Awjilah,LY,29.1081,21.2869,76.15,8,55,9.01,2021-04-12 17:26:21,broken clouds
400,Jardim,BR,-21.4803,-56.1381,88.63,48,50,8.19,2021-04-12 17:26:22,scattered clouds
401,Barinas,VE,8.6226,-70.2075,79.34,78,100,7.87,2021-04-12 17:26:22,overcast clouds
402,Nouakchott,MR,18.0858,-15.9785,102.2,7,59,18.41,2021-04-12 17:26:23,broken clouds
403,Ajdabiya,LY,30.7554,20.2263,76.26,14,73,17.69,2021-04-12 17:26:23,broken clouds
404,Florin,US,38.496,-121.4088,66.99,48,1,3.44,2021-04-12 17:26:23,clear sky
405,Kita,ML,13.0349,-9.4895,109.47,7,15,4.21,2021-04-12 17:26:24,few clouds
406,Paamiut,GL,61.994,-49.6678,34.0,79,13,4.0,2021-04-12 17:26:24,few clouds
407,Newport,GB,51.5877,-2.9984,50.0,64,98,1.99,2021-04-12 17:26:25,overcast clouds
408,Kaoma,ZM,-14.7833,24.8,70.23,64,83,4.94,2021-04-12 17:26:25,broken clouds
409,Nara,JP,34.6851,135.8049,61.0,46,100,7.96,2021-04-12 17:26:25,light rain
410,Khvastovichi,RU,53.4694,35.0941,59.0,63,100,6.71,2021-04-12 17:26:26,light rain
411,Pindi Bhattian,PK,31.8978,73.273,78.91,27,58,6.04,2021-04-12 17:26:26,broken clouds
412,Sovetskiy,RU,61.3614,63.5842,34.5,88,11,7.07,2021-04-12 17:26:27,few clouds
413,Mayo,US,38.8876,-76.5119,55.0,82,90,11.5,2021-04-12 17:26:27,overcast clouds
414,San Miguel,SV,13.4833,-88.1833,93.2,52,40,3.09,2021-04-12 17:23:24,scattered clouds
415,Portland,US,45.5234,-122.6762,52.0,49,40,5.75,2021-04-12 17:25:25,scattered clouds
416,Yar-Sale,RU,66.8333,70.8333,30.92,77,66,22.35,2021-04-12 17:26:28,broken clouds
417,Tura,IN,25.5198,90.2201,77.72,36,1,6.44,2021-04-12 17:26:28,clear sky
418,Beira,MZ,-19.8436,34.8389,80.01,73,20,10.96,2021-04-12 17:26:29,few clouds
419,Nicoya,CR,10.1483,-85.452,89.6,48,20,4.61,2021-04-12 17:26:29,few clouds
420,Vestmanna,FO,62.1564,-7.1664,39.2,52,52,3.44,2021-04-12 17:26:30,broken clouds
421,Karasjok,NO,69.4719,25.5112,35.6,48,20,4.61,2021-04-12 17:26:30,few clouds
422,Komsomolskiy,UZ,40.4272,71.7189,62.6,31,23,11.5,2021-04-12 17:26:31,few clouds
423,Ucluelet,CA,48.9329,-125.5528,50.0,50,1,5.75,2021-04-12 17:24:42,clear sky
424,Port Augusta,AU,-32.5,137.7667,66.2,30,100,13.8,2021-04-12 17:26:31,overcast clouds
425,Tondano,ID,1.3038,124.9112,75.2,94,40,2.3,2021-04-12 17:26:32,scattered clouds
426,Des Moines,US,41.6005,-93.6091,54.0,43,20,21.85,2021-04-12 17:23:08,few clouds
427,Meiktila,MM,20.8667,95.8667,88.77,39,88,16.28,2021-04-12 17:26:32,overcast clouds
428,Hami,CN,42.8,93.45,53.29,28,17,5.86,2021-04-12 17:26:33,few clouds
429,Valparaiso,CL,-33.0393,-71.6273,68.0,45,0,6.91,2021-04-12 17:21:44,clear sky
430,Newtownards,GB,54.5924,-5.6909,50.0,61,75,8.05,2021-04-12 17:26:33,broken clouds
431,Port Moresby,PG,-9.4431,147.1797,75.2,94,40,4.41,2021-04-12 17:25:17,fog
432,Rio Grande,BR,-32.035,-52.0986,77.0,57,75,9.22,2021-04-12 17:26:34,broken clouds
433,Inirida,CO,3.8653,-67.9239,85.1,66,100,2.21,2021-04-12 17:26:34,overcast clouds
434,Gonbad-E Qabus,IR,37.25,55.1672,64.4,77,0,4.61,2021-04-12 17:26:35,clear sky
435,Chokwe,MZ,-24.5333,32.9833,74.59,71,0,9.89,2021-04-12 17:26:35,clear sky
436,Adana,TR,36.985,35.2881,51.8,82,20,2.3,2021-04-12 17:26:36,few clouds
437,Tiksi,RU,71.6872,128.8694,3.33,92,89,8.1,2021-04-12 17:26:36,overcast clouds
438,Bathsheba,BB,13.2167,-59.5167,82.4,61,75,18.41,2021-04-12 17:26:36,volcanic ash
439,Dungarvan,IE,52.0881,-7.6253,48.99,84,98,3.0,2021-04-12 17:26:37,overcast clouds
440,Encruzilhada,BR,-15.5314,-40.9094,88.18,35,37,3.0,2021-04-12 17:26:37,scattered clouds
441,Cumaru,BR,-8.0061,-35.6972,82.76,57,97,10.47,2021-04-12 17:26:38,overcast clouds
442,Novokizhinginsk,RU,51.6115,109.5917,21.76,61,47,3.74,2021-04-12 17:26:38,scattered clouds
443,Khani,GE,41.9563,42.9566,48.2,93,75,3.44,2021-04-12 17:26:38,broken clouds
444,Mumford,GH,5.2618,-0.759,83.73,74,83,12.33,2021-04-12 17:26:39,broken clouds
445,Rocha,UY,-34.4833,-54.3333,69.78,59,0,6.6,2021-04-12 17:26:39,clear sky
446,Esil,KZ,51.9556,66.4042,33.35,84,34,7.4,2021-04-12 17:26:39,scattered clouds
447,Svetlaya,RU,46.5389,138.3297,38.79,86,94,15.64,2021-04-12 17:26:40,overcast clouds
448,Acarau,BR,-2.8856,-40.12,84.36,70,42,13.33,2021-04-12 17:22:19,scattered clouds
449,Grua,NO,60.2667,10.6667,34.0,93,75,10.36,2021-04-12 17:26:40,light snow
450,Toora-Khem,RU,52.4675,96.11,31.93,98,100,2.13,2021-04-12 17:26:41,overcast clouds
451,Sakiai,LT,54.9547,23.0358,57.2,38,0,4.61,2021-04-12 17:26:41,clear sky
452,Aykhal,RU,66.0,111.5,19.04,94,100,15.17,2021-04-12 17:26:41,overcast clouds
453,Honiara,SB,-9.4333,159.95,77.0,87,95,4.74,2021-04-12 17:26:42,overcast clouds
454,Yaring,TH,6.8662,101.3689,78.44,85,11,4.45,2021-04-12 17:26:42,few clouds
455,Salinopolis,BR,-0.6136,-47.3561,84.2,70,53,10.36,2021-04-12 17:26:42,broken clouds
456,Abengourou,CI,6.7297,-3.4964,85.44,68,98,6.8,2021-04-12 17:26:43,moderate rain
457,Los Llanos De Aridane,ES,28.6585,-17.9182,71.6,73,0,4.61,2021-04-12 17:26:43,clear sky
458,Oistins,BB,13.0667,-59.5333,82.4,61,75,18.41,2021-04-12 17:26:44,volcanic ash
459,Muzhi,RU,65.3667,64.6667,33.21,72,53,18.5,2021-04-12 17:26:44,broken clouds
460,Moranbah,AU,-22.0016,148.0466,64.42,74,1,8.66,2021-04-12 17:26:45,clear sky
461,Durango,MX,24.8333,-104.8333,72.37,9,1,2.33,2021-04-12 17:25:00,clear sky
462,Qidong,CN,31.8128,121.6561,61.0,95,25,7.34,2021-04-12 17:26:45,scattered clouds
463,Columbia,US,34.0007,-81.0348,82.0,24,1,11.5,2021-04-12 17:25:45,clear sky
